Compensation,Log(sales),Stock return,Volatility,Board size,Fraction of female,Fraction of independent,Gender,Age,Tenure,Number of other directorship,Retired
302.7090996,15.87979315,-0.15185771,3.348208337,7,0.285714286,0,0,50,22,0,0
256.0917795,15.87249775,1.706048644,1.40215093,4,0,0.25,0,62,27,2,1
349.0246996,15.87249775,1.706048644,1.40215093,4,0,0.25,0,72,18,1,1
473.9050564,15.87249775,1.706048644,1.40215093,4,0,0.25,0,67,11,1,1
518.1709961,15.87249775,1.706048644,1.40215093,4,0,0.25,0,67,1,0,1
486.9289428,15.90493357,-0.548108892,1.553607252,6,0,0.166666667,0,74,19,1,1
567.5575234,15.90493357,-0.548108892,1.553607252,6,0,0.166666667,0,45,33,1,0
287.3847257,15.90493357,-0.548108892,1.553607252,6,0,0.166666667,0,56,14,2,0
273.6048762,15.90493357,-0.548108892,1.553607252,6,0,0.166666667,0,58,26,1,1
928.6279808,15.90493357,-0.548108892,1.553607252,6,0,0.166666667,0,65,19,2,0
183.2422642,15.90493357,-0.548108892,1.553607252,6,0,0.166666667,0,71,18,1,0
311.2827354,16.01863771,-0.12917137,0.700765297,12,0.583333333,0.166666667,1,64,26,1,0
545.5293432,16.01863771,-0.12917137,0.700765297,12,0.583333333,0.166666667,1,49,4,1,0
523.6725302,16.01863771,-0.12917137,0.700765297,12,0.583333333,0.166666667,1,67,16,4,0
807.5320023,16.01863771,-0.12917137,0.700765297,12,0.583333333,0.166666667,1,76,19,2,1
792.5976615,16.01863771,-0.12917137,0.700765297,12,0.583333333,0.166666667,1,62,17,1,0
814.1035604,16.01863771,-0.12917137,0.700765297,12,0.583333333,0.166666667,1,63,15,2,0
762.8632339,16.01863771,-0.12917137,0.700765297,12,0.583333333,0.166666667,1,64,16,1,0
587.0050279,16.01863771,-0.12917137,0.700765297,12,0.583333333,0.166666667,0,47,20,0,0
910.2339031,16.01863771,-0.12917137,0.700765297,12,0.583333333,0.166666667,0,57,33,2,0
828.5568542,16.01863771,-0.12917137,0.700765297,12,0.583333333,0.166666667,0,72,24,1,0
319.4904314,16.01863771,-0.12917137,0.700765297,12,0.583333333,0.166666667,0,73,25,0,1
1000.244474,16.01863771,-0.12917137,0.700765297,12,0.583333333,0.166666667,0,74,21,0,0
272.8056553,15.72450586,-1.733691566,1.542254408,10,0,0.5,0,61,15,1,1
203.4641725,15.72450586,-1.733691566,1.542254408,10,0,0.5,0,67,30,3,1
360.1485145,15.72450586,-1.733691566,1.542254408,10,0,0.5,0,72,20,1,0
244.050041,15.72450586,-1.733691566,1.542254408,10,0,0.5,0,43,0,0,1
270.0323694,15.72450586,-1.733691566,1.542254408,10,0,0.5,0,60,34,3,1
185.1902786,15.72450586,-1.733691566,1.542254408,10,0,0.5,0,57,31,1,1
421.9945584,15.72450586,-1.733691566,1.542254408,10,0,0.5,0,70,17,1,0
259.6531728,15.72450586,-1.733691566,1.542254408,10,0,0.5,0,59,17,1,1
285.4360451,15.72450586,-1.733691566,1.542254408,10,0,0.5,0,55,23,2,0
212.1572147,15.72450586,-1.733691566,1.542254408,10,0,0.5,0,65,20,0,1
828.9396639,15.64670456,-2.290880672,1.462810958,6,0,0.5,0,59,20,2,0
517.7498785,15.64670456,-2.290880672,1.462810958,6,0,0.5,0,54,26,1,0
371.1215627,15.64670456,-2.290880672,1.462810958,6,0,0.5,0,56,5,4,0
450.52461,15.64670456,-2.290880672,1.462810958,6,0,0.5,0,68,21,1,0
389.3807134,15.64670456,-2.290880672,1.462810958,6,0,0.5,0,64,18,1,1
225.5882258,15.64670456,-2.290880672,1.462810958,6,0,0.5,0,60,19,0,1
442.4503786,15.80857389,0.297038397,1.029309622,11,0.181818182,0.636363636,1,70,10,1,0
699.158852,15.80857389,0.297038397,1.029309622,11,0.181818182,0.636363636,1,49,20,1,1
272.2009153,15.80857389,0.297038397,1.029309622,11,0.181818182,0.636363636,0,49,9,2,0
620.4818413,15.80857389,0.297038397,1.029309622,11,0.181818182,0.636363636,0,52,20,1,1
175.354107,15.80857389,0.297038397,1.029309622,11,0.181818182,0.636363636,0,58,21,0,1
249.0893252,15.80857389,0.297038397,1.029309622,11,0.181818182,0.636363636,0,76,21,2,0
606.111506,15.80857389,0.297038397,1.029309622,11,0.181818182,0.636363636,0,56,14,1,0
565.1063896,15.80857389,0.297038397,1.029309622,11,0.181818182,0.636363636,0,52,26,0,1
390.0412704,15.80857389,0.297038397,1.029309622,11,0.181818182,0.636363636,0,67,19,3,0
310.6931302,15.80857389,0.297038397,1.029309622,11,0.181818182,0.636363636,0,75,30,2,1
445.5136703,15.80857389,0.297038397,1.029309622,11,0.181818182,0.636363636,0,45,19,3,1
275.8331345,16.06452494,-1.880325564,2.120969842,5,0.2,0.2,1,62,11,1,0
242.2501687,16.06452494,-1.880325564,2.120969842,5,0.2,0.2,0,57,18,2,1
255.7137921,16.06452494,-1.880325564,2.120969842,5,0.2,0.2,0,61,9,2,1
572.0436878,16.06452494,-1.880325564,2.120969842,5,0.2,0.2,0,57,13,2,0
707.5065509,16.06452494,-1.880325564,2.120969842,5,0.2,0.2,0,55,1,0,0
902.6214715,15.94445792,0.667714422,5.016866273,9,0.444444444,0.666666667,1,68,22,2,0
343.8915395,15.94445792,0.667714422,5.016866273,9,0.444444444,0.666666667,1,44,31,0,0
515.4959814,15.94445792,0.667714422,5.016866273,9,0.444444444,0.666666667,1,58,15,0,1
423.694929,15.94445792,0.667714422,5.016866273,9,0.444444444,0.666666667,1,74,1,1,0
700.6468327,15.94445792,0.667714422,5.016866273,9,0.444444444,0.666666667,0,48,10,3,1
642.4141635,15.94445792,0.667714422,5.016866273,9,0.444444444,0.666666667,0,45,8,1,0
1121.859105,15.94445792,0.667714422,5.016866273,9,0.444444444,0.666666667,0,62,11,1,1
416.9400675,15.94445792,0.667714422,5.016866273,9,0.444444444,0.666666667,0,43,2,3,0
538.2883812,15.94445792,0.667714422,5.016866273,9,0.444444444,0.666666667,0,59,19,0,0
385.2449004,15.9060796,-0.274596033,1.455345039,8,0.75,0.5,1,67,1,2,1
579.9055213,15.9060796,-0.274596033,1.455345039,8,0.75,0.5,1,69,24,1,0
559.6239219,15.9060796,-0.274596033,1.455345039,8,0.75,0.5,1,61,27,0,1
1355.877171,15.9060796,-0.274596033,1.455345039,8,0.75,0.5,1,56,3,0,0
538.1083039,15.9060796,-0.274596033,1.455345039,8,0.75,0.5,1,61,17,1,1
569.3264834,15.9060796,-0.274596033,1.455345039,8,0.75,0.5,1,59,21,1,1
732.9254075,15.9060796,-0.274596033,1.455345039,8,0.75,0.5,0,60,30,0,1
238.5663388,15.9060796,-0.274596033,1.455345039,8,0.75,0.5,0,55,27,0,0
325.2323166,15.80341087,0.076757,0.986423942,5,0,0.4,0,51,5,2,0
201.2980849,15.80341087,0.076757,0.986423942,5,0,0.4,0,58,17,1,1
476.5722642,15.80341087,0.076757,0.986423942,5,0,0.4,0,64,31,2,1
199.5808532,15.80341087,0.076757,0.986423942,5,0,0.4,0,62,20,2,1
532.322044,15.80341087,0.076757,0.986423942,5,0,0.4,0,60,1,3,1
265.8505641,15.84961634,-0.518663374,2.783487631,9,0.666666667,0.333333333,1,62,10,0,1
283.6443438,15.84961634,-0.518663374,2.783487631,9,0.666666667,0.333333333,1,62,21,1,1
229.3124547,15.84961634,-0.518663374,2.783487631,9,0.666666667,0.333333333,1,68,14,3,0
229.7193149,15.84961634,-0.518663374,2.783487631,9,0.666666667,0.333333333,1,70,17,1,0
1610.124522,15.84961634,-0.518663374,2.783487631,9,0.666666667,0.333333333,1,56,14,2,0
599.4200175,15.84961634,-0.518663374,2.783487631,9,0.666666667,0.333333333,1,70,15,0,0
282.5969774,15.84961634,-0.518663374,2.783487631,9,0.666666667,0.333333333,0,58,5,1,1
492.6741729,15.84961634,-0.518663374,2.783487631,9,0.666666667,0.333333333,0,64,12,0,1
438.5105187,15.84961634,-0.518663374,2.783487631,9,0.666666667,0.333333333,0,71,9,0,0
707.2291682,15.89489364,-1.508660409,0.901098819,12,0.583333333,0.583333333,1,61,27,3,0
670.9529218,15.89489364,-1.508660409,0.901098819,12,0.583333333,0.583333333,1,59,9,2,1
209.9479106,15.89489364,-1.508660409,0.901098819,12,0.583333333,0.583333333,1,79,4,0,0
807.0555138,15.89489364,-1.508660409,0.901098819,12,0.583333333,0.583333333,1,60,11,1,1
189.1363621,15.89489364,-1.508660409,0.901098819,12,0.583333333,0.583333333,1,44,23,1,0
316.9448926,15.89489364,-1.508660409,0.901098819,12,0.583333333,0.583333333,1,47,13,1,1
176.454495,15.89489364,-1.508660409,0.901098819,12,0.583333333,0.583333333,1,56,6,3,0
1061.617887,15.89489364,-1.508660409,0.901098819,12,0.583333333,0.583333333,0,47,10,2,1
634.0829222,15.89489364,-1.508660409,0.901098819,12,0.583333333,0.583333333,0,53,19,0,0
904.2373385,15.89489364,-1.508660409,0.901098819,12,0.583333333,0.583333333,0,66,0,2,1
497.0144368,15.89489364,-1.508660409,0.901098819,12,0.583333333,0.583333333,0,65,19,3,0
443.4111243,15.89489364,-1.508660409,0.901098819,12,0.583333333,0.583333333,0,63,28,1,1
398.9757889,15.93314618,1.256835997,1.121340004,11,0.181818182,0.545454545,1,79,19,2,0
877.0667941,15.93314618,1.256835997,1.121340004,11,0.181818182,0.545454545,1,64,2,1,0
422.7357052,15.93314618,1.256835997,1.121340004,11,0.181818182,0.545454545,0,63,18,0,1
1368.707402,15.93314618,1.256835997,1.121340004,11,0.181818182,0.545454545,0,61,3,2,0
1140.244515,15.93314618,1.256835997,1.121340004,11,0.181818182,0.545454545,0,66,14,2,1
355.8668283,15.93314618,1.256835997,1.121340004,11,0.181818182,0.545454545,0,52,0,0,1
201.7392806,15.93314618,1.256835997,1.121340004,11,0.181818182,0.545454545,0,65,22,2,0
635.0329085,15.93314618,1.256835997,1.121340004,11,0.181818182,0.545454545,0,57,6,1,1
1378.183569,15.93314618,1.256835997,1.121340004,11,0.181818182,0.545454545,0,62,10,1,0
1070.134915,15.93314618,1.256835997,1.121340004,11,0.181818182,0.545454545,0,64,11,0,1
774.8170773,15.93314618,1.256835997,1.121340004,11,0.181818182,0.545454545,0,66,14,1,1
509.5530954,15.51428072,0.163348977,1.149014009,6,0.666666667,0.333333333,1,54,16,2,1
559.1047015,15.51428072,0.163348977,1.149014009,6,0.666666667,0.333333333,1,51,16,1,1
227.5542389,15.51428072,0.163348977,1.149014009,6,0.666666667,0.333333333,1,58,1,1,1
296.3439356,15.51428072,0.163348977,1.149014009,6,0.666666667,0.333333333,1,55,19,4,0
755.4712606,15.51428072,0.163348977,1.149014009,6,0.666666667,0.333333333,0,49,3,1,1
222.2849462,15.51428072,0.163348977,1.149014009,6,0.666666667,0.333333333,0,49,26,1,1
339.6313021,15.59896549,-0.759785183,1.787597542,3,0,0,0,65,23,0,0
392.9987291,15.59896549,-0.759785183,1.787597542,3,0,0,0,47,29,0,1
466.4359164,15.59896549,-0.759785183,1.787597542,3,0,0,0,62,10,2,1
439.729624,15.58764702,-0.489425807,1.452181701,10,0.3,0,1,59,14,4,0
1289.83666,15.58764702,-0.489425807,1.452181701,10,0.3,0,1,54,11,0,1
434.2838244,15.58764702,-0.489425807,1.452181701,10,0.3,0,1,53,3,2,1
385.7783813,15.58764702,-0.489425807,1.452181701,10,0.3,0,0,53,1,3,0
670.7633362,15.58764702,-0.489425807,1.452181701,10,0.3,0,0,45,12,1,1
194.0874983,15.58764702,-0.489425807,1.452181701,10,0.3,0,0,60,21,1,1
733.1801788,15.58764702,-0.489425807,1.452181701,10,0.3,0,0,59,20,0,0
421.564794,15.58764702,-0.489425807,1.452181701,10,0.3,0,0,69,5,1,0
916.241414,15.58764702,-0.489425807,1.452181701,10,0.3,0,0,54,3,0,0
345.2217799,15.58764702,-0.489425807,1.452181701,10,0.3,0,0,52,15,1,0
597.6064351,16.08257908,-1.517971336,2.033797414,9,0.333333333,0.666666667,1,60,11,1,0
755.7001033,16.08257908,-1.517971336,2.033797414,9,0.333333333,0.666666667,1,52,17,1,0
189.1146989,16.08257908,-1.517971336,2.033797414,9,0.333333333,0.666666667,1,65,18,0,0
1223.710905,16.08257908,-1.517971336,2.033797414,9,0.333333333,0.666666667,0,61,15,4,1
243.6424219,16.08257908,-1.517971336,2.033797414,9,0.333333333,0.666666667,0,58,23,3,1
546.3941371,16.08257908,-1.517971336,2.033797414,9,0.333333333,0.666666667,0,64,1,1,0
335.910805,16.08257908,-1.517971336,2.033797414,9,0.333333333,0.666666667,0,62,21,0,0
289.2638998,16.08257908,-1.517971336,2.033797414,9,0.333333333,0.666666667,0,56,13,2,0
973.8738448,16.08257908,-1.517971336,2.033797414,9,0.333333333,0.666666667,0,70,1,0,0
160.0850285,15.40020957,-1.295803147,0.996896917,3,0,0,0,61,4,1,1
471.0013948,15.40020957,-1.295803147,0.996896917,3,0,0,0,56,22,0,1
332.5713704,15.40020957,-1.295803147,0.996896917,3,0,0,0,58,1,1,1
304.2848088,16.05415111,-0.407746019,0.701911957,12,0.5,0.25,1,61,5,1,1
882.6618892,16.05415111,-0.407746019,0.701911957,12,0.5,0.25,1,58,15,3,1
256.9539395,16.05415111,-0.407746019,0.701911957,12,0.5,0.25,1,54,20,2,1
409.1805801,16.05415111,-0.407746019,0.701911957,12,0.5,0.25,1,68,5,0,1
533.1026501,16.05415111,-0.407746019,0.701911957,12,0.5,0.25,1,66,24,1,1
188.5553677,16.05415111,-0.407746019,0.701911957,12,0.5,0.25,1,60,16,4,1
588.9205521,16.05415111,-0.407746019,0.701911957,12,0.5,0.25,0,58,9,0,0
816.0521917,16.05415111,-0.407746019,0.701911957,12,0.5,0.25,0,54,21,0,1
811.1367036,16.05415111,-0.407746019,0.701911957,12,0.5,0.25,0,62,13,2,1
370.8886594,16.05415111,-0.407746019,0.701911957,12,0.5,0.25,0,61,20,1,0
1119.355795,16.05415111,-0.407746019,0.701911957,12,0.5,0.25,0,61,14,1,1
886.239073,16.05415111,-0.407746019,0.701911957,12,0.5,0.25,0,66,31,1,1
401.3527791,15.82670885,0.846305244,0.641984354,10,0,0.2,0,59,1,0,1
909.5213709,15.82670885,0.846305244,0.641984354,10,0,0.2,0,67,1,0,0
637.1425692,15.82670885,0.846305244,0.641984354,10,0,0.2,0,60,12,0,0
150.1533732,15.82670885,0.846305244,0.641984354,10,0,0.2,0,64,21,0,1
255.0359188,15.82670885,0.846305244,0.641984354,10,0,0.2,0,72,24,2,1
1042.738435,15.82670885,0.846305244,0.641984354,10,0,0.2,0,64,3,1,1
501.0374361,15.82670885,0.846305244,0.641984354,10,0,0.2,0,64,17,1,0
456.1443104,15.82670885,0.846305244,0.641984354,10,0,0.2,0,62,12,2,1
556.7196653,15.82670885,0.846305244,0.641984354,10,0,0.2,0,68,17,3,0
661.1503075,15.82670885,0.846305244,0.641984354,10,0,0.2,0,52,29,1,1
488.4265106,16.02023026,-1.076788224,1.208763256,10,0.4,0,1,60,18,0,0
820.1189232,16.02023026,-1.076788224,1.208763256,10,0.4,0,1,48,3,0,1
567.337614,16.02023026,-1.076788224,1.208763256,10,0.4,0,1,51,22,3,0
677.0043395,16.02023026,-1.076788224,1.208763256,10,0.4,0,1,62,10,0,1
479.5015399,16.02023026,-1.076788224,1.208763256,10,0.4,0,0,53,21,1,1
446.085963,16.02023026,-1.076788224,1.208763256,10,0.4,0,0,47,18,1,0
1137.643057,16.02023026,-1.076788224,1.208763256,10,0.4,0,0,49,17,0,0
488.687426,16.02023026,-1.076788224,1.208763256,10,0.4,0,0,68,23,1,0
324.5692316,16.02023026,-1.076788224,1.208763256,10,0.4,0,0,50,21,2,1
449.2020873,16.02023026,-1.076788224,1.208763256,10,0.4,0,0,56,20,2,1
306.6556356,15.42127375,0.243887511,2.531019565,10,0.1,0.2,1,65,1,1,1
164.7065481,15.42127375,0.243887511,2.531019565,10,0.1,0.2,0,57,7,0,0
203.6549279,15.42127375,0.243887511,2.531019565,10,0.1,0.2,0,58,15,1,0
487.4372125,15.42127375,0.243887511,2.531019565,10,0.1,0.2,0,53,6,2,0
250.9159138,15.42127375,0.243887511,2.531019565,10,0.1,0.2,0,73,16,4,0
227.7399978,15.42127375,0.243887511,2.531019565,10,0.1,0.2,0,52,18,3,0
508.1701851,15.42127375,0.243887511,2.531019565,10,0.1,0.2,0,68,12,4,0
706.2032199,15.42127375,0.243887511,2.531019565,10,0.1,0.2,0,63,2,1,1
428.0266869,15.42127375,0.243887511,2.531019565,10,0.1,0.2,0,57,17,2,1
708.4122095,15.42127375,0.243887511,2.531019565,10,0.1,0.2,0,47,2,1,0
814.2542492,16.03667828,-0.332095887,0.475936755,6,0.5,0.333333333,1,67,16,7,0
870.0171051,16.03667828,-0.332095887,0.475936755,6,0.5,0.333333333,1,44,3,1,1
710.9890744,16.03667828,-0.332095887,0.475936755,6,0.5,0.333333333,1,63,10,1,1
547.1972145,16.03667828,-0.332095887,0.475936755,6,0.5,0.333333333,0,60,11,0,0
385.1303914,16.03667828,-0.332095887,0.475936755,6,0.5,0.333333333,0,54,20,1,1
664.8986287,16.03667828,-0.332095887,0.475936755,6,0.5,0.333333333,0,53,20,1,1
854.7455251,15.8071729,-0.597908499,2.660406802,10,0.3,0.2,1,64,19,1,1
607.8036634,15.8071729,-0.597908499,2.660406802,10,0.3,0.2,1,52,22,1,1
155.0627752,15.8071729,-0.597908499,2.660406802,10,0.3,0.2,1,70,8,1,1
447.1656912,15.8071729,-0.597908499,2.660406802,10,0.3,0.2,0,54,25,1,1
638.0748923,15.8071729,-0.597908499,2.660406802,10,0.3,0.2,0,55,20,2,1
489.4875008,15.8071729,-0.597908499,2.660406802,10,0.3,0.2,0,66,24,0,1
688.6694423,15.8071729,-0.597908499,2.660406802,10,0.3,0.2,0,59,3,1,1
332.173764,15.8071729,-0.597908499,2.660406802,10,0.3,0.2,0,61,23,1,0
333.7179544,15.8071729,-0.597908499,2.660406802,10,0.3,0.2,0,67,12,1,0
505.2959229,15.8071729,-0.597908499,2.660406802,10,0.3,0.2,0,59,7,2,0
282.4697723,16.0847892,-0.951922706,1.550375946,9,0.666666667,0.666666667,1,66,24,1,1
1064.096642,16.0847892,-0.951922706,1.550375946,9,0.666666667,0.666666667,1,52,20,1,1
360.8531314,16.0847892,-0.951922706,1.550375946,9,0.666666667,0.666666667,1,54,22,1,0
274.8653805,16.0847892,-0.951922706,1.550375946,9,0.666666667,0.666666667,1,60,14,1,0
723.0040759,16.0847892,-0.951922706,1.550375946,9,0.666666667,0.666666667,1,65,10,1,0
424.2851975,16.0847892,-0.951922706,1.550375946,9,0.666666667,0.666666667,1,72,23,2,0
643.2691779,16.0847892,-0.951922706,1.550375946,9,0.666666667,0.666666667,0,58,4,1,1
690.3431728,16.0847892,-0.951922706,1.550375946,9,0.666666667,0.666666667,0,63,15,2,0
565.817922,16.0847892,-0.951922706,1.550375946,9,0.666666667,0.666666667,0,58,12,0,1
183.9637808,15.62440122,-0.454737748,1.547518467,5,0.4,0.4,1,63,19,1,1
607.723687,15.62440122,-0.454737748,1.547518467,5,0.4,0.4,1,68,1,1,0
360.6078072,15.62440122,-0.454737748,1.547518467,5,0.4,0.4,0,64,6,4,1
233.9898536,15.62440122,-0.454737748,1.547518467,5,0.4,0.4,0,67,16,3,1
205.9405007,15.62440122,-0.454737748,1.547518467,5,0.4,0.4,0,66,12,3,0
415.0734541,15.76297844,-2.09880057,1.704207539,12,0.166666667,0.75,1,68,16,1,1
294.552647,15.76297844,-2.09880057,1.704207539,12,0.166666667,0.75,1,64,12,0,1
620.2818736,15.76297844,-2.09880057,1.704207539,12,0.166666667,0.75,0,58,16,0,1
258.8694198,15.76297844,-2.09880057,1.704207539,12,0.166666667,0.75,0,60,17,1,0
440.5867355,15.76297844,-2.09880057,1.704207539,12,0.166666667,0.75,0,52,8,1,1
670.2956564,15.76297844,-2.09880057,1.704207539,12,0.166666667,0.75,0,52,4,0,0
496.7022385,15.76297844,-2.09880057,1.704207539,12,0.166666667,0.75,0,66,5,1,1
760.147551,15.76297844,-2.09880057,1.704207539,12,0.166666667,0.75,0,70,32,1,0
187.8372566,15.76297844,-2.09880057,1.704207539,12,0.166666667,0.75,0,52,8,2,1
311.1830517,15.76297844,-2.09880057,1.704207539,12,0.166666667,0.75,0,71,15,2,1
413.3087921,15.76297844,-2.09880057,1.704207539,12,0.166666667,0.75,0,58,35,0,1
387.0782326,15.76297844,-2.09880057,1.704207539,12,0.166666667,0.75,0,60,11,0,0
363.4416156,15.07522556,0.294185974,2.200091055,3,0.333333333,0,1,47,22,0,1
287.3739126,15.07522556,0.294185974,2.200091055,3,0.333333333,0,0,51,18,0,0
263.6087477,15.07522556,0.294185974,2.200091055,3,0.333333333,0,0,65,19,0,0
345.7100029,16.04510558,-0.099741741,0.907598012,11,0.727272727,0.272727273,1,71,3,0,1
756.3086773,16.04510558,-0.099741741,0.907598012,11,0.727272727,0.272727273,1,45,13,2,0
1095.690604,16.04510558,-0.099741741,0.907598012,11,0.727272727,0.272727273,1,59,5,1,0
459.152858,16.04510558,-0.099741741,0.907598012,11,0.727272727,0.272727273,1,42,21,0,0
823.7673208,16.04510558,-0.099741741,0.907598012,11,0.727272727,0.272727273,1,68,12,1,0
969.4386341,16.04510558,-0.099741741,0.907598012,11,0.727272727,0.272727273,1,60,6,0,1
804.0306482,16.04510558,-0.099741741,0.907598012,11,0.727272727,0.272727273,1,64,13,0,1
496.0324684,16.04510558,-0.099741741,0.907598012,11,0.727272727,0.272727273,1,61,10,0,1
1394.747442,16.04510558,-0.099741741,0.907598012,11,0.727272727,0.272727273,0,75,15,0,0
544.7649327,16.04510558,-0.099741741,0.907598012,11,0.727272727,0.272727273,0,68,16,0,1
567.0640092,16.04510558,-0.099741741,0.907598012,11,0.727272727,0.272727273,0,60,9,1,0
677.2377199,15.88117873,-1.057676791,0.736974146,13,0,0.307692308,0,63,17,0,1
303.245297,15.88117873,-1.057676791,0.736974146,13,0,0.307692308,0,53,24,0,1
576.098859,15.88117873,-1.057676791,0.736974146,13,0,0.307692308,0,74,26,0,0
265.4515411,15.88117873,-1.057676791,0.736974146,13,0,0.307692308,0,58,17,0,1
360.2559394,15.88117873,-1.057676791,0.736974146,13,0,0.307692308,0,54,19,0,0
562.8793918,15.88117873,-1.057676791,0.736974146,13,0,0.307692308,0,67,24,1,0
537.4801071,15.88117873,-1.057676791,0.736974146,13,0,0.307692308,0,59,22,3,0
814.4282892,15.88117873,-1.057676791,0.736974146,13,0,0.307692308,0,63,10,2,0
261.9125564,15.88117873,-1.057676791,0.736974146,13,0,0.307692308,0,59,8,2,0
254.8468937,15.88117873,-1.057676791,0.736974146,13,0,0.307692308,0,46,12,1,1
529.358776,15.88117873,-1.057676791,0.736974146,13,0,0.307692308,0,56,20,2,0
432.1465984,15.88117873,-1.057676791,0.736974146,13,0,0.307692308,0,71,20,2,0
241.5768745,15.88117873,-1.057676791,0.736974146,13,0,0.307692308,0,66,12,1,0
221.1191968,15.9452914,-0.451806189,2.762791544,5,0.2,0,1,65,18,0,1
179.1471727,15.9452914,-0.451806189,2.762791544,5,0.2,0,0,50,30,2,0
281.6426938,15.9452914,-0.451806189,2.762791544,5,0.2,0,0,61,18,2,0
164.3970257,15.9452914,-0.451806189,2.762791544,5,0.2,0,0,61,18,0,0
347.4995869,15.9452914,-0.451806189,2.762791544,5,0.2,0,0,65,19,2,0
599.4791163,15.82426305,-1.206185692,0.626759456,10,0.5,0.2,1,67,25,1,1
270.7299702,15.82426305,-1.206185692,0.626759456,10,0.5,0.2,1,51,18,1,0
298.2162162,15.82426305,-1.206185692,0.626759456,10,0.5,0.2,1,66,15,2,0
367.1234915,15.82426305,-1.206185692,0.626759456,10,0.5,0.2,1,54,24,2,1
682.2323353,15.82426305,-1.206185692,0.626759456,10,0.5,0.2,1,56,19,0,1
488.5255251,15.82426305,-1.206185692,0.626759456,10,0.5,0.2,0,54,14,0,0
482.0475301,15.82426305,-1.206185692,0.626759456,10,0.5,0.2,0,66,13,0,0
220.0169501,15.82426305,-1.206185692,0.626759456,10,0.5,0.2,0,72,11,1,0
817.080563,15.82426305,-1.206185692,0.626759456,10,0.5,0.2,0,59,18,0,1
165.0797335,15.82426305,-1.206185692,0.626759456,10,0.5,0.2,0,69,35,1,0
241.0694306,15.71503369,-0.191565456,0.860395408,12,0.333333333,0.083333333,1,52,18,0,0
617.940435,15.71503369,-0.191565456,0.860395408,12,0.333333333,0.083333333,1,46,1,0,1
630.0328586,15.71503369,-0.191565456,0.860395408,12,0.333333333,0.083333333,1,56,26,1,0
598.3518023,15.71503369,-0.191565456,0.860395408,12,0.333333333,0.083333333,1,70,24,1,1
437.4276302,15.71503369,-0.191565456,0.860395408,12,0.333333333,0.083333333,0,57,17,0,1
154.2777157,15.71503369,-0.191565456,0.860395408,12,0.333333333,0.083333333,0,61,4,1,1
510.3641287,15.71503369,-0.191565456,0.860395408,12,0.333333333,0.083333333,0,49,14,0,0
373.9072726,15.71503369,-0.191565456,0.860395408,12,0.333333333,0.083333333,0,67,16,1,1
519.9692656,15.71503369,-0.191565456,0.860395408,12,0.333333333,0.083333333,0,67,19,1,1
312.1401023,15.71503369,-0.191565456,0.860395408,12,0.333333333,0.083333333,0,50,28,2,0
347.9344467,15.71503369,-0.191565456,0.860395408,12,0.333333333,0.083333333,0,70,11,1,1
684.438164,15.71503369,-0.191565456,0.860395408,12,0.333333333,0.083333333,0,69,3,2,1
219.1688815,15.66677091,0.062296945,1.129400345,5,0.4,0.4,1,69,1,2,1
636.0982142,15.66677091,0.062296945,1.129400345,5,0.4,0.4,1,69,24,0,1
483.00383,15.66677091,0.062296945,1.129400345,5,0.4,0.4,0,47,16,3,0
312.4627404,15.66677091,0.062296945,1.129400345,5,0.4,0.4,0,79,13,2,1
333.4153541,15.66677091,0.062296945,1.129400345,5,0.4,0.4,0,60,9,1,1
212.2617914,15.55348998,-1.069792159,1.246640154,4,0,0,0,58,0,1,1
316.3199037,15.55348998,-1.069792159,1.246640154,4,0,0,0,52,31,2,0
990.5579381,15.55348998,-1.069792159,1.246640154,4,0,0,0,69,0,0,1
210.1030177,15.55348998,-1.069792159,1.246640154,4,0,0,0,69,21,2,0
515.555032,16.18902208,0.746631948,1.494583976,12,0.333333333,0.333333333,1,59,13,2,0
925.0439201,16.18902208,0.746631948,1.494583976,12,0.333333333,0.333333333,1,53,12,2,0
800.2284838,16.18902208,0.746631948,1.494583976,12,0.333333333,0.333333333,1,45,17,3,1
442.1495673,16.18902208,0.746631948,1.494583976,12,0.333333333,0.333333333,1,59,27,2,0
361.1934651,16.18902208,0.746631948,1.494583976,12,0.333333333,0.333333333,0,66,17,2,0
312.0126932,16.18902208,0.746631948,1.494583976,12,0.333333333,0.333333333,0,74,1,0,1
583.8513383,16.18902208,0.746631948,1.494583976,12,0.333333333,0.333333333,0,61,9,0,0
773.1749905,16.18902208,0.746631948,1.494583976,12,0.333333333,0.333333333,0,74,3,1,0
1094.551801,16.18902208,0.746631948,1.494583976,12,0.333333333,0.333333333,0,62,9,0,1
1191.343057,16.18902208,0.746631948,1.494583976,12,0.333333333,0.333333333,0,53,16,2,0
1243.699992,16.18902208,0.746631948,1.494583976,12,0.333333333,0.333333333,0,55,16,0,0
548.8115719,16.18902208,0.746631948,1.494583976,12,0.333333333,0.333333333,0,71,17,1,1
333.8036358,15.92959304,-1.211924636,1.115022591,6,0.166666667,0,1,46,10,1,0
513.8380167,15.92959304,-1.211924636,1.115022591,6,0.166666667,0,0,51,4,1,0
767.6434249,15.92959304,-1.211924636,1.115022591,6,0.166666667,0,0,73,15,0,1
264.4378071,15.92959304,-1.211924636,1.115022591,6,0.166666667,0,0,65,8,7,1
365.476566,15.92959304,-1.211924636,1.115022591,6,0.166666667,0,0,55,3,3,0
